user_id,risk_level,fraud_count,risk_score
USER_033645,1,1,26
USER_123496,3,7,93
USER_174673,3,7,73
USER_070580,1,1,31
USER_179456,2,2,56
USER_002676,2,2,69
USER_003746,2,3,68
USER_126839,1,0,11
USER_185302,1,0,21
USER_033839,3,3,85
USER_052781,2,1,44
USER_161294,2,1,66
USER_121245,2,1,41
USER_043737,2,1,62
USER_141313,1,0,30
USER_122530,2,2,52
USER_147697,1,0,14
USER_129029,3,8,86
USER_024357,3,3,71
USER_159378,1,1,26
USER_142052,1,0,20
USER_056900,2,3,65
USER_011674,1,0,36
USER_014543,1,0,17
USER_044128,1,0,11
USER_033363,1,0,34
USER_085451,3,9,73
USER_172703,2,1,56
USER_012409,2,2,47
USER_182954,1,1,11
USER_107682,1,0,39
USER_152039,1,1,25
USER_192056,2,1,53
USER_169962,3,6,73
USER_113761,1,0,17
USER_062580,3,9,97
USER_120596,3,8,99
USER_002003,3,8,97
USER_067775,1,1,11
USER_100678,3,8,82
USER_141970,1,1,31
USER_173668,1,1,29
USER_107245,2,2,59
USER_115627,3,5,73
USER_039480,1,1,24
USER_178621,3,5,85
USER_181149,1,0,22
USER_037470,2,2,61
USER_113698,3,4,77
USER_155350,3,4,93
USER_183788,1,1,28
USER_140994,1,0,10
USER_193734,1,1,20
USER_140571,3,8,86
USER_070505,2,2,57
USER_101936,1,0,31
USER_078058,1,1,22
USER_101239,2,2,64
USER_117569,1,0,31
USER_041269,1,1,12
USER_051624,1,0,12
USER_121774,3,3,96
USER_031070,2,3,46
USER_152849,1,0,28
USER_165500,1,0,24
USER_134684,3,7,83
USER_168490,2,1,63
USER_149024,2,2,62
USER_001854,2,2,53
USER_108865,3,9,97
USER_033043,1,0,21
USER_103759,1,0,18
USER_024500,1,0,13
USER_037184,1,0,13
USER_141648,1,1,39
USER_093811,3,4,89
USER_006030,2,2,62
USER_169151,1,0,39
USER_167515,1,0,35
USER_126671,1,0,27
USER_046602,1,0,39
USER_147139,3,3,98
USER_069086,2,1,67
USER_188876,1,1,34
USER_138413,3,4,92
USER_162816,2,1,56
USER_129242,3,3,89
USER_155996,2,2,60
USER_146736,1,1,14
USER_155059,1,0,24
USER_084371,2,2,61
USER_155396,1,1,39
USER_056611,1,1,17
USER_026147,1,1,20
USER_028419,3,9,80
USER_079094,1,1,39
USER_194821,2,3,47
USER_149808,1,1,31
USER_045724,1,1,37
USER_184500,1,1,18
USER_157290,2,3,41
USER_010860,3,9,88
USER_128658,1,1,13
USER_042855,1,1,16
USER_134854,1,0,32
USER_142263,1,0,22
USER_049012,2,2,50
USER_029245,2,2,49
USER_075584,1,1,10
USER_073844,3,7,75
USER_097862,1,1,10
USER_130937,1,0,24
USER_047927,1,1,26
USER_017311,1,1,13
USER_051452,1,0,21
USER_161760,2,3,44
USER_140065,3,7,71
USER_157960,1,1,27
USER_053621,2,3,65
USER_067902,1,1,22
USER_181858,3,8,74
USER_141983,3,6,85
USER_181491,1,1,27
USER_181885,1,0,31
USER_093379,1,0,12
USER_137111,2,3,66
USER_025354,1,0,11
USER_162386,1,1,19
USER_038953,2,3,56
USER_059478,2,3,54
USER_143245,3,9,88
USER_142792,1,0,31
USER_099578,1,1,29
USER_038172,1,1,20
USER_138978,1,1,18
USER_104045,2,3,52
USER_043807,2,3,61
USER_078426,1,1,19
USER_108229,1,0,32
USER_189988,2,2,66
USER_150078,1,1,16
USER_019101,1,1,13
USER_157926,1,1,39
USER_136873,1,0,32
USER_134507,2,1,60
USER_071364,2,3,51
USER_123890,3,4,79
USER_087442,1,1,19
USER_189052,3,3,77
USER_174161,1,1,37
USER_147164,1,0,26
USER_118765,2,1,65
USER_159190,1,0,16
USER_004190,1,0,13
USER_013067,1,1,27
USER_199798,1,0,36
USER_069039,1,1,32
USER_065508,3,9,71
USER_020469,2,2,62
USER_049852,1,1,19
USER_046885,1,0,24
USER_177339,2,1,40
USER_060001,2,1,56
USER_067590,1,1,28
USER_198521,2,3,46
USER_093430,2,3,44
USER_156323,2,2,49
USER_060686,3,7,86
USER_055961,3,4,70
USER_161639,2,3,69
USER_156958,3,5,81
USER_125750,2,2,42
USER_096289,2,3,49
USER_188209,1,1,31
USER_039437,1,1,30
USER_029850,1,0,17
USER_078308,3,7,79
USER_107696,1,1,29
USER_062419,2,2,62
USER_083228,2,2,62
USER_192729,2,2,53
USER_078563,3,4,74
USER_149500,2,3,52
USER_155602,2,1,68
USER_170548,3,3,93
USER_096797,3,7,75
USER_096424,1,1,23
USER_040552,2,3,54
USER_109058,3,5,94
USER_026482,2,1,50
USER_076092,2,1,66
USER_106639,3,3,76
USER_031556,1,0,38
USER_011251,1,0,22
USER_130177,3,9,73
USER_194208,1,0,21
USER_185557,3,9,89
USER_106525,3,4,78
USER_104095,2,3,42
USER_101161,3,6,83
USER_115989,2,1,54
USER_192576,2,1,49
USER_141514,1,1,26
USER_175413,1,0,14
USER_006541,1,0,12
USER_185597,3,7,93
USER_027356,1,0,23
USER_062762,3,3,70
USER_090907,1,1,25
USER_043209,1,0,17
USER_026646,1,0,28
USER_133434,3,7,97
USER_198953,2,1,53
USER_088859,2,2,52
USER_166788,2,3,42
USER_151212,1,1,33
USER_068459,3,6,96
USER_081919,1,0,13
USER_053690,1,1,21
USER_104232,1,0,29
USER_170984,3,8,83
USER_146549,1,0,17
USER_096370,2,1,66
USER_078666,3,5,79
USER_051822,1,0,11
USER_095721,3,8,88
USER_049766,3,4,77
USER_069996,1,1,36
USER_014974,1,0,28
USER_046464,3,4,73
USER_099805,1,1,25
USER_001458,3,7,95
USER_079899,1,1,16
USER_061807,1,0,35
USER_019488,2,2,47
USER_137823,2,3,54
USER_145776,1,0,34
USER_197863,1,0,11
USER_052193,2,3,57
USER_168246,2,3,68
USER_077799,1,1,35
USER_125631,3,8,95
USER_056211,1,1,26
USER_103687,1,1,27
USER_089108,3,5,77
USER_156792,3,3,80
USER_178820,3,6,86
USER_082309,1,1,29
USER_070104,1,0,20
USER_141161,1,1,19
USER_029455,3,5,87
USER_154804,2,1,63
USER_180818,3,9,71
USER_125855,2,2,61
USER_096913,1,0,39
USER_167757,1,1,25
USER_005961,2,3,50
USER_183030,1,1,26
USER_088582,1,0,14
USER_187189,1,1,15
USER_026045,1,1,36
USER_120407,2,2,51
USER_075359,3,6,74
USER_104679,2,2,43
USER_101942,1,0,11
USER_050154,3,7,84
USER_029967,1,0,14
USER_082711,2,1,40
USER_169930,1,0,26
USER_181285,1,1,38
USER_090419,2,3,44
USER_054667,2,1,46
USER_149485,2,1,57
USER_178728,2,2,51
USER_032756,1,0,36
USER_000239,1,0,26
USER_183477,2,2,62
USER_007816,1,0,28
USER_185034,1,0,15
USER_049979,1,1,27
USER_198726,2,3,66
USER_038331,2,1,61
USER_038607,3,6,71
USER_190255,1,1,27
USER_190795,1,1,39
USER_181160,2,2,59
USER_052549,1,0,22
USER_169879,1,0,25
USER_058806,2,1,47
USER_082020,1,0,28
USER_149568,2,3,58
USER_176736,1,0,38
USER_160821,1,1,36
USER_194875,3,4,92
USER_114628,1,1,34
USER_149410,2,1,48
USER_188380,1,0,30
USER_175644,1,0,35
USER_009660,1,0,26
USER_186878,1,0,34
USER_076803,1,1,30
USER_180789,3,6,95
USER_144646,3,9,91
USER_106452,1,0,13
USER_141274,2,3,51
USER_083979,2,1,52
USER_195171,3,7,98
USER_045466,2,3,69
USER_153724,3,5,84
USER_140366,2,1,55
USER_094226,1,0,13
USER_136136,2,3,68
USER_069532,1,0,16
USER_108888,2,1,52
USER_018923,1,0,30
USER_087866,3,5,93
USER_086980,1,1,12
USER_004735,1,0,19
USER_018851,2,2,48
USER_034249,2,2,44
USER_023512,3,6,80
USER_183894,1,1,20
USER_114966,1,1,14
USER_162654,2,2,52
USER_136304,3,8,75
USER_190433,2,2,58
USER_054586,1,0,28
USER_072200,1,1,15
USER_171147,3,7,81
USER_123351,2,1,43
USER_106921,1,0,17
USER_107036,3,4,93
USER_120679,1,1,17
USER_017588,3,4,81
USER_181296,1,0,30
USER_018295,3,5,79
USER_114358,1,1,37
USER_163324,2,2,57
USER_013132,2,1,57
USER_016903,1,0,14
USER_156526,1,0,39
USER_153694,1,0,35
USER_017050,1,1,36
USER_055911,2,1,69
USER_003955,1,1,30
USER_081660,2,3,65
USER_009015,1,0,26
USER_167137,2,1,42
USER_018847,3,7,71
USER_081505,3,7,98
USER_173561,2,3,63
USER_115003,1,1,27
USER_135913,1,0,36
USER_046950,1,1,31
USER_125330,1,0,35
USER_145961,2,3,59
USER_043680,1,1,14
USER_101943,2,3,66
USER_082977,2,1,60
USER_169663,1,0,23
USER_191754,1,0,12
USER_119553,2,3,58
USER_002380,3,7,85
USER_058282,2,3,45
USER_165060,3,8,99
USER_048584,1,1,22
USER_097971,2,2,41
USER_171635,1,1,33
USER_030419,1,1,17
USER_197926,3,6,91
USER_198058,1,1,33
USER_173553,1,0,20
USER_020062,1,0,16
USER_199893,1,1,36
USER_164777,1,1,27
USER_046712,1,1,33
USER_045816,3,3,73
USER_149470,1,0,39
USER_198752,1,1,20
USER_142132,2,1,52
USER_161796,2,2,42
USER_193320,2,2,53
USER_028922,3,5,88
USER_151570,3,6,96
USER_050844,2,1,66
USER_054662,2,1,45
USER_107405,2,1,66
USER_033332,1,0,27
USER_122505,3,8,83
USER_076602,2,3,68
USER_115573,2,2,58
USER_097887,1,1,18
USER_071399,1,1,12
USER_127162,1,1,36
USER_018484,1,1,12
USER_093587,1,0,21
USER_138311,3,6,75
USER_100034,2,2,62
USER_073442,3,5,73
USER_007349,2,3,55
USER_188643,1,1,26
USER_188725,1,0,26
USER_152119,3,5,99
USER_090312,3,7,99
USER_190825,1,1,25
USER_022171,1,1,33
USER_124031,1,0,23
USER_169285,1,1,10
USER_121616,2,1,57
USER_069106,2,1,65
USER_101798,1,1,39
USER_057412,2,3,43
USER_188045,1,0,16
USER_052806,1,0,31
USER_194830,1,0,14
USER_161010,1,0,13
USER_105359,1,0,13
USER_046745,2,3,68
USER_140134,2,3,60
USER_007601,2,3,44
USER_047560,2,2,49
USER_111040,3,3,90
USER_003383,1,0,25
USER_150562,3,6,91
USER_006059,3,7,88
USER_130974,2,1,57
USER_161663,2,2,65
USER_172658,2,2,65
USER_156735,2,2,62
USER_115235,1,1,37
USER_126737,2,3,42
USER_166496,2,3,43
USER_048125,2,2,67
USER_134209,1,0,16
USER_015122,1,1,37
USER_097076,1,1,13
USER_066983,1,0,28
USER_064789,1,0,21
USER_023224,1,1,10
USER_135632,1,0,30
USER_160284,1,0,13
USER_190841,1,0,20
USER_182994,1,0,31
USER_109991,1,0,24
USER_083743,1,1,26
USER_078429,3,6,73
USER_023172,1,1,23
USER_099716,1,0,31
USER_130642,3,9,90
USER_117674,2,3,58
USER_014399,2,1,67
USER_148865,1,1,25
USER_133786,1,0,11
USER_152728,1,0,17
USER_124069,3,6,82
USER_141085,2,2,43
USER_006663,3,7,90
USER_169936,2,3,53
USER_096043,3,9,97
USER_150155,1,0,38
USER_182334,1,0,27
USER_064390,2,3,43
USER_146742,1,1,21
USER_172786,3,3,93
USER_035348,1,0,37
USER_027897,1,0,30
USER_050044,2,3,61
USER_080591,1,1,23
USER_039536,1,0,39
USER_036141,2,3,59
USER_130290,2,2,50
USER_182174,1,1,26
USER_084930,1,1,29
USER_199152,1,1,15
USER_024855,1,1,23
USER_122711,2,1,55
USER_137119,1,0,26
USER_046872,1,1,11
USER_131210,2,3,49
USER_193833,3,4,78
USER_166254,1,1,27
USER_133047,2,1,68
USER_186675,3,7,76
USER_043573,3,8,78
USER_034387,3,3,75
USER_164852,3,3,82
USER_026722,1,0,33
USER_026289,1,0,25
USER_068184,1,1,39
USER_006470,2,2,40
USER_032793,1,0,24
USER_060881,1,0,13
USER_189213,3,9,97
USER_118081,3,6,99
USER_140007,1,0,27
USER_154862,1,0,31
USER_197786,1,1,14
USER_196687,2,2,48
USER_083467,2,3,48
USER_002539,1,0,34
USER_156468,1,0,33
USER_131747,2,3,56
USER_161605,1,0,24
USER_198875,1,1,33
USER_069234,1,0,12
USER_035512,1,0,33
USER_043758,1,0,19
USER_103809,3,8,74
USER_166907,1,1,14
USER_073346,1,0,14
USER_091690,3,6,98
USER_152825,2,2,66
USER_084190,1,1,29
USER_035005,1,1,12
USER_151059,1,0,12
USER_125167,1,0,15
USER_097254,1,0,18
USER_087690,3,3,74
USER_158510,2,3,41
USER_144461,1,0,15
USER_145874,1,0,20
USER_119167,2,2,43
USER_063924,1,1,38
USER_050396,1,1,35
USER_144075,2,1,52
USER_162016,2,3,58
USER_062164,3,9,84
USER_080603,2,1,66
USER_183877,1,0,11
USER_034879,3,7,88
USER_190285,2,1,42
USER_156399,3,5,70
USER_166247,3,8,83
USER_176094,2,1,55
USER_114505,2,1,60
USER_171860,3,9,75
USER_105942,1,1,34
USER_179739,1,1,39
USER_112073,1,0,16
USER_108009,1,0,37
USER_124441,1,0,17
USER_114490,1,1,16
USER_064474,1,1,29
USER_084138,1,1,36
USER_089276,1,1,21
USER_133435,3,9,83
USER_153852,2,1,63
USER_037323,2,1,62
USER_072679,1,1,24
USER_029600,3,3,86
USER_159912,2,2,63
USER_091817,1,0,11
USER_157831,1,0,23
USER_029550,2,1,66
USER_023572,2,1,48
USER_040622,3,9,73
USER_183253,2,3,54
USER_075722,2,1,42
USER_175574,3,6,99
USER_172100,1,1,21
USER_124334,1,0,11
USER_116675,1,0,17
USER_191294,1,1,35
USER_089504,2,2,56
USER_092280,1,1,22
USER_177326,1,1,30
USER_097863,1,1,28
USER_108500,1,0,10
USER_030939,3,3,77
USER_193697,2,1,63
USER_163153,1,0,15
USER_108390,2,3,48
USER_065399,2,2,66
USER_090392,3,3,92
USER_011513,1,0,32
USER_072544,1,1,25
USER_065594,2,2,46
USER_193295,2,2,55
USER_195046,1,0,24
USER_131207,2,2,50
USER_050755,1,0,27
USER_043269,3,7,76
USER_113455,3,5,80
USER_064469,1,1,13
USER_178810,1,0,10
USER_165857,1,1,16
USER_198865,1,0,39
USER_050519,1,0,23
USER_077331,1,0,36
USER_052263,2,1,58
USER_097713,1,0,17
USER_045137,1,1,25
USER_136779,1,1,15
USER_102762,1,0,20
USER_129511,1,1,35
USER_181904,1,1,29
USER_034725,1,1,35
USER_179077,3,8,76
USER_185916,2,2,66
USER_167503,1,0,23
USER_148327,2,1,64
USER_183669,3,9,97
USER_033545,1,0,18
USER_065373,1,0,19
USER_184032,1,1,12
USER_095543,1,0,27
USER_055146,1,0,24
USER_191418,1,0,37
USER_044995,3,9,93
USER_105714,1,1,33
USER_159568,2,3,53
USER_079137,2,2,41
USER_095146,1,0,34
USER_014520,2,3,59
USER_074947,3,5,99
USER_091084,1,1,25
USER_009795,1,0,35
USER_149101,2,3,50
USER_090498,1,1,16
USER_124220,2,1,42
USER_070694,1,0,22
USER_061933,3,6,79
USER_161602,3,7,96
USER_182244,3,6,83
USER_141500,1,0,27
USER_121688,2,2,53
USER_119026,2,1,65
USER_014709,1,0,33
USER_064256,3,5,80
USER_187384,2,2,43
USER_069576,3,4,97
USER_110728,2,2,52
USER_105638,2,3,65
USER_160892,2,3,49
USER_165339,1,1,11
USER_074789,3,8,88
USER_005048,3,4,72
USER_077969,3,4,93
USER_089288,1,0,27
USER_097728,1,0,22
USER_058571,1,1,14
USER_097434,1,1,27
USER_130066,2,1,40
USER_149338,1,0,39
USER_126484,2,2,43
USER_156912,2,2,64
USER_156755,2,3,69
USER_008416,2,1,41
USER_116929,1,0,17
USER_163894,1,1,22
USER_089828,1,0,35
USER_175298,1,0,13
USER_124894,1,1,24
USER_171910,1,0,19
USER_092030,1,0,10
USER_021701,2,2,55
USER_062318,2,3,56
USER_024548,2,3,59
USER_140046,1,1,26
USER_159421,2,3,65
USER_113271,2,1,68
USER_020756,2,3,60
USER_081676,1,1,25
USER_058501,1,1,28
USER_173771,3,7,71
USER_130883,2,2,55
USER_123541,2,1,50
USER_000574,3,3,82
USER_009493,3,7,95
USER_142850,1,1,16
USER_144860,1,1,14
USER_050209,3,5,74
USER_012784,1,1,22
USER_062265,3,5,84
USER_059063,2,3,55
USER_125448,1,0,36
USER_102610,2,3,62
USER_151926,3,5,83
USER_034906,1,1,30
USER_008170,2,2,56
USER_137039,1,0,37
USER_077404,1,0,34
USER_103299,1,0,28
USER_101874,1,1,10
USER_142486,1,1,24
USER_121057,3,4,90
USER_192402,1,1,22
USER_096313,1,0,17
USER_048963,2,3,69
USER_077520,1,1,23
USER_169125,2,2,48
USER_142740,2,2,68
USER_104118,3,9,85
USER_108211,2,1,61
USER_172831,1,0,38
USER_175725,2,1,64
USER_141291,1,0,24
USER_042275,2,3,54
USER_058056,1,1,28
USER_031143,3,7,99
USER_174658,3,4,72
USER_072452,1,0,32
USER_012593,1,1,20
USER_171311,2,1,51
USER_111485,3,5,99
USER_136466,1,1,28
USER_115917,1,1,38
USER_185767,3,3,88
USER_099047,1,1,21
USER_015603,2,2,68
USER_124646,3,6,76
USER_022572,2,3,54
USER_176907,1,1,26
USER_197782,2,2,54
USER_119309,1,0,21
USER_138697,1,0,20
USER_113540,2,1,45
USER_125732,3,9,81
USER_150367,2,2,68
USER_099893,2,1,60
USER_043853,1,1,16
USER_067689,2,3,61
USER_085587,2,2,66
USER_102962,2,1,68
USER_061122,2,1,61
USER_163658,3,9,88
USER_064261,3,5,96
USER_031229,1,0,26
USER_029190,1,0,18
USER_052705,1,1,23
USER_114320,1,0,34
USER_093873,2,1,53
USER_168979,1,1,14
USER_087552,2,3,40
USER_187770,3,5,85
USER_093240,1,1,34
USER_169939,3,4,73
USER_145439,2,2,51
USER_118151,2,1,52
USER_185694,2,1,46
USER_166715,1,0,24
USER_033401,2,2,56
USER_135105,1,0,29
USER_125928,1,0,35
USER_147868,2,3,57
USER_129944,1,1,33
USER_059143,1,1,27
USER_181605,2,2,53
USER_116612,2,2,56
USER_066211,3,5,90
USER_137943,2,2,68
USER_113729,2,2,65
USER_104668,2,1,43
USER_066042,3,7,88
USER_147284,1,1,31
USER_137332,1,1,37
USER_068889,2,1,67
USER_044438,1,1,35
USER_127892,2,3,67
USER_040446,1,0,11
USER_040714,3,4,94
USER_113843,1,1,26
USER_189524,1,1,17
USER_013260,1,0,14
USER_166908,3,3,97
USER_061300,1,0,11
USER_040745,3,4,95
USER_111630,3,7,97
USER_032529,2,1,43
USER_114171,1,1,34
USER_196097,1,1,36
USER_121764,1,0,26
USER_112853,2,2,57
USER_107945,1,1,36
USER_168696,3,3,89
USER_133218,1,0,29
USER_157844,3,8,89
USER_059437,3,4,83
USER_004860,1,0,30
USER_067141,1,0,32
USER_089803,3,4,74
USER_040209,1,0,16
USER_182598,1,0,17
USER_096808,2,2,58
USER_060210,2,2,68
USER_172247,1,1,14
USER_192876,1,0,26
USER_138406,2,3,59
USER_180309,1,0,28
USER_185449,3,8,93
USER_013090,1,1,34
USER_144251,1,1,36
USER_144410,2,3,51
USER_017472,1,0,36
USER_175019,2,2,50
USER_120915,2,3,52
USER_093634,1,1,12
USER_080684,1,1,22
USER_187099,2,3,60
USER_030257,2,3,43
USER_061835,2,3,63
USER_171547,1,0,32
USER_084480,1,0,39
USER_104736,1,1,28
USER_043722,3,9,85
USER_044130,1,1,38
USER_005759,2,3,46
USER_017363,1,0,38
USER_011588,2,3,49
USER_143418,1,1,22
USER_071163,1,0,38
USER_188917,1,0,17
USER_135952,2,2,50
USER_159055,2,3,51
USER_146611,1,1,24
USER_037832,2,2,51
USER_056413,1,0,37
USER_100374,2,2,66
USER_199927,2,2,56
USER_030095,1,1,38
USER_065363,1,1,28
USER_150307,1,1,32
USER_185240,1,1,11
USER_199180,1,1,17
USER_106866,3,8,97
USER_023684,3,4,88
USER_015200,2,2,69
USER_097623,2,1,61
USER_099081,1,1,27
USER_176139,2,1,57
USER_069270,2,2,46
USER_055490,1,0,11
USER_073971,2,3,53
USER_057436,1,1,27
USER_015054,3,8,88
USER_117466,2,1,45
USER_187059,1,0,26
USER_015833,2,2,58
USER_023662,1,0,33
USER_095589,3,5,84
USER_135255,1,1,31
USER_017495,1,0,10
USER_056416,1,1,10
USER_129493,1,1,11
USER_147231,1,0,12
USER_071068,1,1,15
USER_025644,2,2,60
USER_023070,2,1,62
USER_037836,2,2,60
USER_183925,3,6,74
USER_177400,3,5,96
USER_069038,1,0,18
USER_045981,1,1,17
USER_011542,1,0,25
USER_185307,1,1,24
USER_103867,3,8,79
USER_016541,1,0,38
USER_046325,1,0,38
USER_039479,3,7,73
USER_142837,1,1,23
USER_103180,1,1,24
USER_148028,2,2,57
USER_143495,1,0,23
USER_047395,1,0,26
USER_079017,1,1,17
USER_088552,2,2,68
USER_002628,1,0,16
USER_171205,1,0,14
USER_122638,2,2,44
USER_166037,1,1,16
USER_172162,2,3,48
USER_071185,1,1,29
USER_099849,3,9,91
USER_177803,1,0,36
USER_191429,1,1,22
USER_128174,1,1,12
USER_145021,3,3,86
USER_099095,3,3,78
USER_085763,2,3,62
USER_090319,3,9,97
USER_012519,1,1,13
USER_059430,1,0,14
USER_163088,2,1,65
USER_107946,1,0,21
USER_101296,1,1,27
USER_182016,1,0,36
USER_057993,1,0,39
USER_015355,1,1,11
USER_008443,2,2,46
USER_040288,1,1,14
USER_078584,1,0,34
USER_037921,2,3,67
USER_119185,1,1,30
USER_194961,1,1,24
USER_194460,1,0,23
USER_134834,2,3,56
USER_035967,2,3,64
USER_014280,2,1,69
USER_103988,1,0,39
USER_131145,2,3,66
USER_168381,2,3,62
USER_079983,1,1,20
USER_120625,1,0,36
USER_089532,1,1,38
USER_000102,1,0,31
USER_162957,1,1,24
USER_088335,2,1,62
USER_075375,1,0,37
USER_073441,1,0,19
USER_166172,2,1,51
USER_065142,1,0,10
USER_004605,2,2,44
USER_050028,3,9,88
USER_109742,3,5,71
USER_069733,1,1,26
USER_166032,1,1,37
USER_155173,1,1,12
USER_107208,2,2,53
USER_005990,2,3,45
USER_166583,1,0,24
USER_091844,2,2,57
USER_009124,2,2,60
USER_072836,1,1,18
USER_174223,1,0,25
USER_088214,2,1,44
USER_006529,3,4,70
USER_091894,1,1,15
USER_196259,1,0,32
USER_061205,2,1,40
USER_135116,1,1,39
USER_116109,3,9,89
USER_091143,1,0,38
USER_043701,1,1,16
USER_164274,1,1,39
USER_123699,1,0,22
USER_063793,2,2,40
USER_106563,3,5,99
USER_024713,1,0,29
USER_125501,2,1,53
USER_184490,1,0,22
USER_025661,1,0,32
USER_088222,2,3,41
USER_038125,1,1,27
USER_101188,1,0,38
USER_196742,1,0,37
USER_064895,1,1,33
USER_122005,2,2,63
USER_181493,2,1,57
USER_075001,2,2,63
USER_142379,2,2,56
USER_069812,2,1,60
USER_134955,1,0,23
USER_121541,1,0,32
USER_127257,1,1,19
USER_036252,2,2,55
USER_164943,1,0,17
USER_087531,2,1,62
USER_059691,2,3,40
USER_044219,1,1,35
USER_002265,2,2,42
USER_075222,1,1,27
USER_090858,3,3,88
USER_117594,2,2,56
USER_139166,2,1,64
USER_107410,2,2,55
USER_053574,2,2,59
USER_045223,2,2,69
USER_167318,2,1,43
USER_163227,2,1,56
USER_122277,2,1,55
USER_142162,1,0,16
USER_003073,3,5,82
USER_107381,2,3,60
USER_001791,1,0,21
USER_123358,1,0,36
USER_014315,2,1,57
USER_193633,1,0,21
USER_004753,3,5,85
USER_175243,1,0,16
USER_164047,1,0,28
USER_036271,2,2,64
USER_028884,2,2,64
USER_109622,3,4,82
USER_050132,1,0,14
USER_102089,1,1,24
USER_072896,2,2,60
USER_042260,3,7,71
USER_112528,1,1,18
USER_112349,1,0,28
USER_089686,2,3,50
USER_121822,2,3,58
USER_086330,3,9,71
USER_100939,1,1,27
USER_040662,2,3,40
USER_133831,2,3,59
USER_179166,1,1,38
USER_190606,3,8,99
USER_184724,1,1,19
USER_034193,1,1,17
USER_187315,2,1,63
USER_080763,2,1,65
USER_108233,2,1,68
USER_133210,1,0,27
USER_044075,3,4,95
USER_000550,1,0,19
USER_146955,1,0,11
USER_053877,1,0,35
USER_093613,1,1,30
USER_035872,3,6,95
USER_053311,1,0,26
USER_140450,3,7,75
USER_078483,2,2,44
USER_133591,2,2,57
USER_020953,1,1,35
USER_052420,1,0,21
USER_011476,1,1,36
USER_180571,1,0,10
USER_095489,1,0,12
USER_066110,1,0,20
USER_075453,1,0,38
USER_186918,1,0,13
USER_142032,2,2,47
USER_003300,1,1,13
USER_069971,2,1,63
USER_117355,2,2,54
USER_060055,1,1,28
USER_030434,1,1,19
USER_071050,1,0,32
USER_190943,2,3,48
USER_140661,3,4,77
USER_036738,1,0,35
USER_018887,2,1,66
USER_080183,1,0,19
USER_046453,3,5,99
USER_048570,1,0,21
USER_164590,1,0,18
USER_101999,1,1,15
USER_039515,1,0,27
USER_193532,2,3,48
USER_178734,3,3,92
USER_086303,2,1,52
USER_196322,1,1,36
USER_028628,2,1,43
USER_004191,1,0,27
USER_006706,2,2,58
USER_150931,2,2,65
USER_160426,2,2,44
USER_000796,2,1,59
USER_172969,2,3,56
USER_023421,3,4,96
USER_055209,1,0,31
USER_167946,1,0,10
USER_148743,1,0,30
USER_156083,3,9,86
USER_094888,3,7,92
