user_id,risk_level,fraud_count,risk_score,risk_bucket
USER_173732,2,3,58,mid
USER_176254,2,2,48,mid
USER_086105,1,0,26,low
USER_079355,3,9,91,high
USER_053881,1,0,26,low
USER_031430,1,1,14,low
USER_102139,1,1,35,low
USER_044119,2,3,62,mid
USER_039291,3,7,83,high
USER_095393,3,9,73,high
USER_189938,1,1,24,low
USER_000726,2,2,62,mid
USER_161287,2,3,43,mid
USER_097995,1,1,19,low
USER_148239,1,1,34,low
USER_105658,2,1,50,mid
USER_008579,2,1,49,mid
USER_052019,1,1,20,low
USER_063456,1,1,30,low
USER_060810,2,3,62,mid
USER_089836,1,1,21,low
USER_000828,3,4,87,high
USER_042624,1,0,29,low
USER_166999,1,0,21,low
USER_075944,2,3,41,mid
USER_097221,1,1,15,low
USER_173402,3,7,70,high
USER_168953,2,2,49,mid
USER_070613,1,0,10,low
USER_126195,2,1,60,mid
USER_155878,1,1,38,low
USER_135795,1,1,30,low
USER_109493,1,0,36,low
USER_197769,1,0,26,low
USER_142412,1,1,27,low
USER_019018,1,0,38,low
USER_103020,3,3,77,high
USER_120652,1,1,21,low
USER_150613,1,1,15,low
USER_107418,2,2,66,mid
USER_086515,2,2,62,mid
USER_006811,1,0,33,low
USER_144785,3,7,70,high
USER_185679,3,7,91,high
USER_086486,1,1,26,low
USER_086081,1,0,23,low
USER_173299,1,1,34,low
USER_089444,1,1,22,low
USER_072391,1,1,26,low
USER_115571,1,0,33,low
USER_022290,2,1,56,mid
USER_080970,2,3,56,mid
USER_128613,2,1,65,mid
USER_119898,1,1,11,low
USER_102856,1,0,28,low
USER_163414,2,1,65,mid
USER_189357,1,0,16,low
USER_009800,2,3,50,mid
USER_038107,1,0,28,low
USER_170651,2,1,51,mid
USER_182330,2,3,41,mid
USER_191575,2,1,65,mid
USER_133424,1,1,36,low
USER_015323,1,1,21,low
USER_052905,1,0,19,low
USER_131523,2,3,65,mid
USER_066075,2,3,43,mid
USER_066150,1,0,27,low
USER_014670,2,1,52,mid
USER_074297,1,0,17,low
USER_064496,1,0,11,low
USER_029412,1,0,30,low
USER_023133,2,3,42,mid
USER_028893,2,3,67,mid
USER_082485,2,2,47,mid
USER_141740,3,8,91,high
USER_050340,2,3,46,mid
USER_112157,3,6,77,high
USER_180102,2,3,67,mid
USER_168571,1,1,26,low
USER_109226,3,5,79,high
USER_018810,1,1,20,low
USER_121795,1,0,19,low
USER_116398,3,3,74,high
USER_104847,2,3,46,mid
USER_028960,2,3,67,mid
USER_059917,1,1,15,low
USER_184653,3,7,97,high
USER_073253,1,0,23,low
USER_047424,2,3,51,mid
USER_024132,1,1,13,low
USER_089640,2,1,40,mid
USER_119938,1,1,23,low
USER_192399,1,1,32,low
USER_091299,1,1,34,low
USER_058788,3,8,94,high
USER_194609,3,7,86,high
USER_156849,1,1,23,low
USER_077126,2,2,59,mid
USER_088376,2,3,42,mid
USER_059723,3,5,71,high
USER_054421,2,1,56,mid
USER_196792,3,7,94,high
USER_120291,1,1,35,low
USER_149142,1,0,28,low
USER_051221,2,1,53,mid
USER_124910,1,0,34,low
USER_070963,3,7,98,high
USER_175701,2,2,68,mid
USER_037855,2,1,41,mid
USER_087621,3,7,93,high
USER_049242,2,2,67,mid
USER_090197,1,1,25,low
USER_021577,3,3,95,high
USER_015915,3,8,76,high
USER_031342,1,0,27,low
USER_077598,1,1,22,low
USER_039773,1,1,10,low
USER_009863,1,1,12,low
USER_006777,2,1,49,mid
USER_161407,1,0,27,low
USER_004771,2,3,63,mid
USER_192704,1,1,33,low
USER_007129,2,1,65,mid
USER_012606,1,1,39,low
USER_182225,1,1,22,low
USER_144341,3,9,75,high
USER_023022,1,0,24,low
USER_144064,3,8,88,high
USER_079128,2,1,49,mid
USER_122006,2,3,65,mid
USER_006510,1,1,35,low
USER_059190,2,1,65,mid
USER_135293,3,7,89,high
USER_031681,2,1,57,mid
USER_000064,2,3,68,mid
USER_125705,1,1,21,low
USER_188356,2,3,44,mid
USER_172847,2,2,50,mid
USER_054351,1,1,39,low
USER_139540,1,0,13,low
USER_047110,1,0,36,low
USER_182927,1,0,15,low
USER_104807,2,3,59,mid
USER_159078,3,8,75,high
USER_168557,2,1,52,mid
USER_160438,2,1,53,mid
USER_193892,1,0,30,low
USER_048616,1,1,25,low
USER_123556,2,3,44,mid
USER_167565,1,0,16,low
USER_113409,3,5,78,high
USER_133257,2,2,57,mid
USER_174112,2,1,67,mid
USER_025045,2,3,56,mid
USER_068567,3,8,96,high
USER_036786,1,0,17,low
USER_041000,3,4,71,high
USER_002282,1,1,37,low
USER_199564,3,6,87,high
USER_020096,2,3,52,mid
USER_093656,1,0,16,low
USER_154311,1,0,12,low
USER_045076,2,2,65,mid
USER_128330,2,1,42,mid
USER_163583,2,3,57,mid
USER_141859,1,0,39,low
USER_127315,3,7,92,high
USER_057158,2,3,58,mid
USER_084484,2,2,49,mid
USER_115562,1,0,29,low
USER_149987,3,3,82,high
USER_083714,2,1,65,mid
USER_143493,2,2,68,mid
USER_128243,3,4,98,high
USER_096745,2,3,69,mid
USER_196943,1,0,39,low
USER_004054,1,0,14,low
USER_082897,2,1,65,mid
USER_014713,1,1,24,low
USER_061155,1,1,25,low
USER_048220,1,0,14,low
USER_075961,1,0,28,low
USER_102973,2,2,46,mid
USER_052542,1,0,37,low
USER_018828,3,6,71,high
USER_118314,1,1,16,low
USER_194287,3,8,95,high
USER_018202,1,0,13,low
USER_023048,1,0,14,low
USER_114950,3,3,87,high
USER_128928,3,4,86,high
USER_159194,1,0,15,low
USER_104405,3,8,83,high
USER_144276,1,1,14,low
USER_089097,1,0,10,low
USER_140557,1,1,30,low
USER_086468,1,0,39,low
USER_073423,1,1,33,low
USER_091740,3,4,91,high
USER_028309,1,1,28,low
USER_062753,2,1,40,mid
USER_171676,3,3,90,high
USER_071396,3,5,74,high
USER_123043,1,0,28,low
USER_180363,1,1,25,low
USER_156812,1,1,20,low
USER_033592,1,1,29,low
USER_136620,1,1,34,low
USER_198280,1,1,28,low
USER_000807,3,7,98,high
USER_128233,3,8,88,high
USER_120321,2,1,60,mid
USER_003503,1,0,23,low
USER_044073,3,9,78,high
USER_131233,2,2,55,mid
USER_193558,2,1,51,mid
USER_030431,1,1,16,low
USER_088554,1,1,27,low
USER_158063,2,3,67,mid
USER_001084,3,6,81,high
USER_078129,2,1,53,mid
USER_084729,2,1,55,mid
USER_119021,2,1,62,mid
USER_091445,1,1,28,low
USER_128427,3,7,76,high
USER_039708,2,3,42,mid
USER_030163,3,4,87,high
USER_044745,2,3,48,mid
USER_062047,1,0,10,low
USER_078449,3,4,94,high
USER_063321,1,1,37,low
USER_104092,2,2,49,mid
USER_145494,3,3,87,high
USER_070580,2,3,49,mid
USER_172355,3,5,94,high
USER_037495,3,4,75,high
USER_001445,1,1,26,low
USER_005462,1,0,34,low
USER_096720,1,1,28,low
USER_001487,1,0,33,low
USER_058158,1,1,39,low
USER_112551,1,1,20,low
USER_195172,2,3,40,mid
USER_005874,1,1,10,low
USER_169473,2,2,53,mid
USER_006748,1,1,33,low
USER_057431,2,1,65,mid
USER_061081,2,3,62,mid
USER_150051,2,2,53,mid
USER_013102,3,6,88,high
USER_033717,1,0,28,low
USER_013447,2,1,46,mid
USER_033844,3,5,70,high
USER_155019,3,7,78,high
USER_093116,3,5,84,high
USER_071294,3,8,74,high
USER_162240,1,0,26,low
USER_161345,1,0,10,low
USER_108139,3,6,80,high
USER_002317,1,1,33,low
USER_059853,1,0,31,low
USER_050959,1,1,28,low
USER_135554,2,1,56,mid
USER_147305,1,0,37,low
USER_160736,1,0,25,low
USER_015220,1,1,31,low
USER_158418,1,0,19,low
USER_172170,1,1,13,low
USER_132750,1,1,34,low
USER_111791,1,1,20,low
USER_126517,1,0,28,low
USER_041162,2,1,42,mid
USER_029063,3,3,92,high
USER_199917,2,3,64,mid
USER_077504,1,1,38,low
USER_004763,2,3,59,mid
USER_107250,3,9,96,high
USER_010726,1,1,10,low
USER_109097,1,1,25,low
USER_199801,1,1,26,low
USER_023042,2,1,67,mid
USER_074656,1,0,16,low
USER_056235,3,8,85,high
USER_179863,3,8,90,high
USER_079141,2,3,56,mid
USER_000838,1,0,14,low
USER_167408,2,3,54,mid
USER_183082,1,0,14,low
USER_025312,1,0,26,low
USER_193740,2,2,63,mid
USER_078252,1,1,34,low
USER_123228,1,1,14,low
USER_044345,2,2,51,mid
USER_111445,1,1,34,low
USER_038427,1,1,30,low
USER_159171,3,9,89,high
USER_020442,1,0,23,low
USER_185647,3,4,70,high
USER_048107,2,2,52,mid
USER_044407,3,9,96,high
USER_189783,1,0,27,low
USER_063340,1,0,39,low
USER_142431,1,0,30,low
USER_007434,3,4,70,high
USER_176776,1,0,14,low
USER_116776,2,3,69,mid
USER_072844,2,3,53,mid
USER_157177,1,1,21,low
USER_099986,1,1,39,low
USER_185369,1,0,24,low
USER_070143,2,1,58,mid
USER_191848,2,2,60,mid
USER_113801,1,0,28,low
USER_179292,1,0,35,low
USER_063913,3,7,88,high
USER_186710,2,3,68,mid
USER_001764,1,0,39,low
USER_053012,1,0,18,low
USER_073265,3,5,89,high
USER_160046,1,0,37,low
USER_023175,2,2,69,mid
USER_126044,1,1,37,low
USER_180796,3,3,83,high
USER_134813,1,0,23,low
USER_026155,1,0,37,low
USER_143925,3,9,88,high
USER_107266,1,0,27,low
USER_139174,2,2,63,mid
USER_072956,1,1,33,low
USER_032395,2,3,47,mid
USER_146634,3,3,92,high
USER_057724,3,9,79,high
USER_109305,1,0,27,low
USER_101375,2,3,48,mid
USER_103405,3,4,93,high
USER_156056,1,1,31,low
USER_074687,2,1,42,mid
USER_092584,3,8,87,high
USER_011047,1,1,33,low
USER_150879,3,8,84,high
USER_019335,1,1,28,low
USER_048389,1,1,18,low
USER_122896,3,8,84,high
USER_048495,2,1,56,mid
USER_068747,2,1,53,mid
USER_011911,1,0,39,low
USER_018570,3,6,80,high
USER_124049,1,0,22,low
USER_114076,2,3,62,mid
USER_011249,1,0,34,low
USER_062704,1,1,18,low
USER_055542,1,0,15,low
USER_106747,1,0,24,low
USER_077602,1,0,14,low
USER_083107,1,0,24,low
USER_048128,1,0,31,low
USER_129699,1,1,14,low
USER_046111,2,1,44,mid
USER_142357,1,0,25,low
USER_098148,2,2,63,mid
USER_115123,2,1,52,mid
USER_012615,1,1,12,low
USER_112268,2,3,41,mid
USER_151072,3,5,91,high
USER_002098,2,2,44,mid
USER_067791,1,1,22,low
USER_183866,2,1,45,mid
USER_072465,1,0,14,low
USER_023876,1,1,11,low
USER_006602,1,0,31,low
USER_139787,2,1,56,mid
USER_136477,1,1,38,low
USER_012083,2,3,68,mid
USER_176462,1,1,26,low
USER_142674,3,8,78,high
USER_169529,1,0,35,low
USER_147257,2,3,49,mid
USER_191322,2,3,62,mid
USER_164847,3,9,95,high
USER_183258,1,0,17,low
USER_020339,3,4,91,high
USER_198099,1,1,31,low
USER_103477,2,3,67,mid
USER_128525,1,0,17,low
USER_014901,2,1,67,mid
USER_088935,1,1,34,low
USER_156432,3,5,73,high
USER_170442,3,4,84,high
USER_128301,1,0,26,low
USER_078477,1,1,10,low
USER_004999,3,4,92,high
USER_061554,1,0,38,low
USER_065957,1,1,35,low
USER_178586,1,0,22,low
USER_048879,1,1,26,low
USER_117443,1,1,29,low
USER_099322,1,1,28,low
USER_029933,1,0,20,low
USER_116699,1,0,19,low
USER_102955,3,6,85,high
USER_028954,1,1,22,low
USER_059936,1,1,19,low
USER_107244,1,0,19,low
USER_131972,1,0,20,low
USER_042265,2,3,66,mid
USER_191657,1,1,35,low
USER_101105,1,1,18,low
USER_049197,1,1,22,low
USER_099552,1,1,16,low
USER_194740,1,0,26,low
USER_044530,1,0,24,low
USER_108670,2,1,51,mid
USER_191336,1,0,38,low
USER_198523,1,0,17,low
USER_167276,2,2,57,mid
USER_086944,1,0,23,low
USER_111419,1,0,11,low
USER_025673,2,3,55,mid
USER_073130,1,1,14,low
USER_180495,1,0,26,low
USER_122794,2,1,46,mid
USER_002350,1,0,32,low
USER_094543,1,0,27,low
USER_133692,1,0,27,low
USER_031596,2,1,57,mid
USER_090821,2,3,45,mid
USER_152591,2,3,61,mid
USER_060949,2,2,48,mid
USER_085028,1,1,39,low
USER_024138,2,3,53,mid
USER_043592,1,1,25,low
USER_135520,2,1,60,mid
USER_021608,3,3,92,high
USER_192223,3,4,92,high
USER_057024,3,5,76,high
USER_139361,1,0,34,low
USER_004772,3,5,85,high
USER_083839,3,6,94,high
USER_075838,2,1,59,mid
USER_079287,1,0,13,low
USER_152523,3,8,90,high
USER_070244,2,1,48,mid
USER_103372,1,0,24,low
USER_075193,1,0,17,low
USER_061162,2,2,55,mid
USER_092092,3,5,99,high
USER_126404,2,3,42,mid
USER_156794,1,1,31,low
USER_146357,2,3,45,mid
USER_141478,1,0,39,low
USER_068879,3,7,83,high
USER_048882,2,2,42,mid
USER_162538,2,1,56,mid
USER_001386,3,9,90,high
USER_166136,3,6,91,high
USER_157040,3,6,97,high
USER_165102,1,1,11,low
USER_158503,1,0,33,low
USER_064142,1,1,19,low
USER_057967,2,1,63,mid
USER_168935,1,0,30,low
USER_030051,1,0,39,low
USER_105386,1,0,28,low
USER_189698,2,2,63,mid
USER_192085,3,6,83,high
USER_096622,3,4,92,high
USER_093300,1,1,12,low
USER_181726,3,3,96,high
USER_116980,1,1,33,low
USER_143508,1,1,38,low
USER_175987,2,3,51,mid
USER_079703,1,0,19,low
USER_097809,3,7,80,high
USER_028236,3,6,70,high
USER_061118,1,1,15,low
USER_161040,1,1,22,low
USER_160181,1,0,11,low
USER_175912,1,1,27,low
USER_075810,1,0,32,low
USER_016886,1,1,16,low
USER_148935,3,4,96,high
USER_105886,1,0,29,low
USER_093592,1,0,19,low
USER_035570,1,1,18,low
USER_186341,2,1,68,mid
USER_010995,2,1,52,mid
USER_086152,1,1,19,low
USER_140416,1,1,38,low
USER_068679,2,2,49,mid
USER_165385,1,1,30,low
USER_051382,3,8,86,high
USER_141053,1,0,35,low
USER_104395,3,3,84,high
USER_022590,1,0,39,low
USER_092286,2,1,55,mid
USER_034954,1,1,33,low
USER_132629,1,0,18,low
USER_165930,1,0,17,low
USER_094042,2,3,43,mid
USER_012162,2,3,65,mid
USER_169320,1,1,25,low
USER_171438,2,1,40,mid
USER_195524,2,3,66,mid
USER_054389,2,1,55,mid
USER_166497,2,1,55,mid
USER_139055,3,4,86,high
USER_029399,1,0,33,low
USER_112598,3,4,86,high
USER_079464,1,1,18,low
USER_089368,2,1,62,mid
USER_021681,2,1,47,mid
USER_194188,1,1,23,low
USER_019746,1,0,13,low
USER_089044,1,0,12,low
USER_086886,3,5,99,high
USER_127851,1,1,24,low
USER_147202,2,3,58,mid
USER_159409,2,1,68,mid
USER_060335,2,3,41,mid
USER_068301,2,1,47,mid
USER_051424,1,1,28,low
USER_160537,2,3,53,mid
USER_155768,1,1,24,low
USER_080044,3,8,85,high
USER_110249,1,0,26,low
USER_087923,2,1,49,mid
USER_171749,1,1,10,low
USER_008465,2,1,67,mid
USER_127295,3,6,74,high
USER_070345,3,6,89,high
USER_027999,3,3,75,high
USER_060064,1,0,24,low
USER_059858,3,3,72,high
USER_172409,3,7,79,high
USER_184190,2,3,65,mid
USER_156714,1,1,28,low
USER_188647,1,0,20,low
USER_102607,1,1,20,low
USER_007665,2,1,66,mid
USER_070758,2,2,42,mid
USER_186556,3,3,97,high
USER_161253,2,1,61,mid
USER_155523,1,0,11,low
USER_152126,1,1,36,low
USER_157690,2,2,57,mid
USER_081605,1,1,25,low
USER_018816,3,4,98,high
USER_183392,1,0,33,low
USER_021809,1,0,32,low
USER_175347,3,9,85,high
USER_089744,2,2,52,mid
USER_065811,1,0,25,low
USER_041059,1,1,37,low
USER_184319,3,6,91,high
USER_040755,3,8,90,high
USER_070632,2,1,56,mid
USER_155763,1,0,11,low
USER_008115,1,0,39,low
USER_053986,2,3,59,mid
USER_175719,3,5,70,high
USER_195392,1,0,31,low
USER_108576,2,3,65,mid
USER_082612,1,1,24,low
USER_062958,3,5,71,high
USER_111401,1,0,30,low
USER_055078,1,0,25,low
USER_137082,1,1,35,low
USER_047705,2,1,66,mid
USER_173323,1,1,30,low
USER_132211,2,2,61,mid
USER_056487,1,1,21,low
USER_128315,1,1,12,low
USER_129980,1,0,32,low
USER_144407,2,3,45,mid
USER_028845,2,3,43,mid
USER_037462,2,3,41,mid
USER_106014,2,2,67,mid
USER_162683,2,2,58,mid
USER_169308,1,1,23,low
USER_069822,2,1,68,mid
USER_050436,2,1,69,mid
USER_189551,2,2,69,mid
USER_055448,3,5,76,high
USER_019680,3,5,91,high
USER_053390,1,1,12,low
USER_105372,1,1,11,low
USER_076064,3,4,91,high
USER_050207,3,8,80,high
USER_170399,1,1,15,low
USER_029625,2,2,41,mid
USER_135986,1,0,12,low
USER_151839,1,0,38,low
USER_066483,2,2,47,mid
USER_155123,3,8,79,high
USER_151645,2,1,48,mid
USER_144559,1,0,30,low
USER_117699,1,1,31,low
USER_131313,1,0,21,low
USER_020297,1,0,25,low
USER_123656,1,1,18,low
USER_097245,3,6,75,high
USER_057769,1,1,38,low
USER_151819,3,8,93,high
USER_172914,1,1,32,low
USER_095726,3,5,95,high
USER_108907,3,6,93,high
USER_075910,1,0,39,low
USER_123286,1,1,30,low
USER_111683,1,1,13,low
USER_128218,3,3,76,high
USER_086903,1,1,17,low
USER_040097,1,1,15,low
USER_023001,2,1,69,mid
USER_177691,2,1,47,mid
USER_148646,3,8,76,high
USER_061473,1,0,23,low
USER_075711,1,1,32,low
USER_167793,1,0,34,low
USER_026193,1,1,25,low
USER_053680,1,0,22,low
USER_109635,2,3,41,mid
USER_174363,2,2,65,mid
USER_033630,1,0,18,low
USER_088522,1,1,30,low
USER_167557,1,1,31,low
USER_115362,1,0,32,low
USER_149961,3,6,98,high
USER_159055,1,0,22,low
USER_116166,1,1,34,low
USER_027906,1,0,36,low
USER_127925,3,6,86,high
USER_119059,1,0,11,low
USER_017880,2,3,46,mid
USER_118726,2,3,67,mid
USER_082706,1,1,16,low
USER_112520,2,2,61,mid
USER_082979,1,0,35,low
USER_105473,1,0,10,low
USER_090293,2,3,65,mid
USER_122078,1,0,10,low
USER_071686,1,0,13,low
USER_178940,1,1,39,low
USER_012646,1,0,31,low
USER_072842,2,2,68,mid
USER_151221,1,0,18,low
USER_098168,2,1,48,mid
USER_080498,3,8,90,high
USER_182112,1,0,20,low
USER_064867,1,0,21,low
USER_009677,1,0,26,low
USER_199147,1,0,14,low
USER_128107,2,3,69,mid
USER_090349,3,8,77,high
USER_140799,1,1,28,low
USER_044719,3,7,89,high
USER_031471,3,8,70,high
USER_161501,1,1,38,low
USER_078406,1,1,21,low
USER_144230,1,0,31,low
USER_056727,1,0,23,low
USER_104768,1,0,15,low
USER_170259,1,0,15,low
USER_074620,3,6,95,high
USER_016864,2,2,59,mid
USER_097845,1,1,35,low
USER_186174,2,1,56,mid
USER_068275,2,2,52,mid
USER_071702,1,1,27,low
USER_050736,3,6,73,high
USER_022145,1,1,18,low
USER_118715,2,3,41,mid
USER_185183,3,7,78,high
USER_058422,1,1,38,low
USER_183404,1,1,14,low
USER_141206,1,0,17,low
USER_193846,1,0,17,low
USER_166790,1,0,22,low
USER_010213,3,5,86,high
USER_028783,3,7,73,high
USER_157984,3,4,83,high
USER_168870,1,0,38,low
USER_192527,2,1,43,mid
USER_050649,1,0,12,low
USER_178406,1,1,38,low
USER_031465,3,7,88,high
USER_178095,2,1,57,mid
USER_137141,3,7,83,high
USER_108706,2,2,51,mid
USER_131640,1,1,23,low
USER_085181,1,0,22,low
USER_178546,1,1,25,low
USER_011959,2,2,49,mid
USER_117909,1,0,33,low
USER_196841,2,2,55,mid
USER_100144,2,1,69,mid
USER_012376,2,3,40,mid
USER_070878,2,2,58,mid
USER_084727,1,0,17,low
USER_044199,1,0,32,low
USER_022937,1,1,17,low
USER_103544,3,7,81,high
USER_045474,2,1,54,mid
USER_004017,2,3,54,mid
USER_072722,3,3,80,high
USER_054557,1,0,26,low
USER_014083,2,3,63,mid
USER_177595,1,1,33,low
USER_194896,3,9,78,high
USER_082207,3,3,86,high
USER_068805,3,8,87,high
USER_097588,1,1,20,low
USER_187173,2,2,54,mid
USER_028162,1,1,26,low
USER_152816,1,1,26,low
USER_109687,1,1,11,low
USER_194930,3,3,73,high
USER_196815,1,0,28,low
USER_159701,1,0,12,low
USER_140626,1,1,13,low
USER_001965,2,2,40,mid
USER_057202,1,0,21,low
USER_033695,3,7,73,high
USER_011835,3,5,89,high
USER_034441,1,0,15,low
USER_069689,1,0,28,low
USER_062939,2,1,56,mid
USER_026242,1,0,37,low
USER_056102,1,0,14,low
USER_059083,3,8,90,high
USER_191578,2,3,67,mid
USER_087015,2,1,41,mid
USER_132731,1,0,10,low
USER_068427,3,8,92,high
USER_137050,1,1,34,low
USER_006443,3,3,86,high
USER_062240,2,3,53,mid
USER_178077,2,1,53,mid
USER_060542,1,1,12,low
USER_020822,1,1,35,low
USER_134501,3,8,96,high
USER_043499,3,3,72,high
USER_017458,2,2,60,mid
USER_068884,1,1,31,low
USER_059846,2,3,48,mid
USER_008425,2,1,59,mid
USER_140720,1,0,11,low
USER_048357,1,0,29,low
USER_059289,3,9,94,high
USER_189260,3,5,97,high
USER_066060,1,1,24,low
USER_042232,1,0,36,low
USER_117346,1,0,27,low
USER_037534,1,1,38,low
USER_163671,1,0,39,low
USER_074608,2,3,40,mid
USER_049356,1,1,30,low
USER_141705,2,2,63,mid
USER_057998,1,1,32,low
USER_165500,1,1,14,low
USER_070885,2,3,45,mid
USER_093679,1,1,30,low
USER_072620,3,9,80,high
USER_189838,1,1,27,low
USER_184325,3,5,98,high
USER_180202,2,1,66,mid
USER_020320,3,4,73,high
USER_144451,2,3,69,mid
USER_043923,2,3,41,mid
USER_008974,1,0,35,low
USER_049319,1,0,37,low
USER_188287,1,1,28,low
USER_187389,1,1,24,low
USER_146165,1,1,31,low
USER_162461,1,1,22,low
USER_183055,1,0,12,low
USER_137773,2,1,67,mid
