user_id,risk_level,fraud_count,risk_score
USER_193437,1,0,31
USER_119991,2,1,61
USER_173202,2,1,64
USER_077020,2,2,49
USER_151404,2,1,44
USER_168861,1,0,17
USER_043355,1,0,30
USER_081603,2,1,48
USER_044244,3,4,80
USER_116311,1,1,27
USER_126139,1,0,14
USER_078037,1,0,36
USER_194986,1,0,32
USER_016982,1,0,19
USER_084068,2,2,43
USER_034124,2,3,68
USER_022877,2,3,50
USER_031825,1,0,12
USER_032479,1,0,20
USER_194784,2,1,48
USER_009745,1,1,18
USER_159141,3,9,95
USER_142997,3,9,82
USER_022070,2,3,47
USER_071208,2,1,48
USER_189940,1,1,11
USER_156674,1,1,22
USER_113006,2,3,41
USER_090709,3,6,72
USER_127584,1,1,37
USER_028134,2,2,45
USER_062337,1,0,38
USER_170318,2,3,57
USER_166182,3,9,73
USER_174047,2,3,55
USER_019504,1,0,17
USER_184999,2,3,52
USER_156840,2,2,51
USER_152897,1,0,25
USER_047548,1,0,33
USER_053864,3,4,98
USER_130659,2,1,63
USER_186199,2,1,62
USER_121520,1,0,33
USER_170043,1,0,35
USER_085944,3,3,80
USER_086899,3,3,75
USER_099488,3,3,91
USER_023721,3,9,96
USER_088722,1,1,32
USER_078030,3,6,71
USER_075351,2,1,54
USER_047776,1,0,25
USER_158652,1,1,20
USER_113806,1,0,14
USER_094473,1,0,20
USER_138487,1,0,15
USER_173597,1,1,20
USER_189157,1,1,17
USER_155852,1,1,14
USER_061548,1,0,16
USER_106829,1,1,34
USER_184181,1,1,37
USER_048797,1,0,32
USER_001916,3,7,95
USER_140736,2,2,54
USER_143568,2,1,54
USER_119236,2,1,69
USER_019077,1,1,10
USER_031319,1,1,18
USER_065459,1,0,18
USER_071502,3,9,83
USER_011788,1,0,38
USER_174667,3,5,98
USER_158158,3,7,96
USER_105411,1,1,12
USER_181446,1,1,32
USER_069846,3,9,81
USER_161709,1,1,11
USER_008028,1,0,25
USER_103892,1,0,36
USER_170520,1,0,19
USER_031347,2,1,55
USER_189427,2,2,68
USER_116697,3,9,76
USER_131311,1,1,10
USER_122311,3,6,99
USER_142692,1,0,15
USER_015963,3,6,70
USER_123813,1,1,28
USER_076698,3,5,94
USER_046363,2,2,63
USER_154300,1,0,14
USER_090678,2,1,44
USER_071967,2,1,41
USER_168218,2,3,68
USER_167159,3,4,72
USER_113328,2,2,48
USER_140757,2,3,65
USER_153989,2,1,61
USER_045907,1,1,17
USER_142583,3,3,96
USER_029816,3,9,72
USER_166526,1,0,38
USER_193546,1,1,21
USER_030492,1,0,12
USER_141331,2,3,46
USER_054267,1,0,10
USER_159106,2,1,69
USER_006320,1,0,39
USER_107769,2,2,43
USER_034631,2,3,56
USER_174476,3,9,73
USER_141817,2,3,47
USER_164406,1,0,28
USER_000663,1,1,24
USER_185024,1,0,11
USER_137033,3,6,70
USER_037954,1,1,23
USER_060145,2,3,52
USER_142971,1,0,25
USER_134632,3,6,92
USER_144994,1,0,37
USER_151334,1,0,28
USER_184938,1,0,21
USER_071423,2,1,50
USER_039296,1,0,22
USER_098703,3,6,97
USER_059680,1,0,14
USER_159593,1,0,39
USER_082298,2,3,50
USER_139763,1,1,35
USER_083287,2,2,43
USER_029636,3,5,90
USER_090102,2,2,64
USER_009749,2,3,59
USER_027860,1,0,24
USER_046746,1,1,38
USER_195443,2,1,51
USER_003654,3,8,80
USER_181299,1,0,19
USER_001900,3,7,83
USER_003348,2,3,57
USER_184238,1,0,19
USER_010383,2,1,52
USER_012601,1,1,28
USER_117627,2,2,68
USER_168979,1,1,34
USER_076291,3,5,78
USER_062277,3,3,96
USER_121755,1,1,34
USER_036738,1,0,21
USER_032779,1,1,19
USER_066977,1,0,21
USER_105786,2,2,47
USER_117248,1,1,21
USER_040524,3,3,73
USER_179463,1,1,35
USER_031536,1,1,22
USER_155272,3,9,94
USER_072807,3,4,97
USER_169026,2,2,40
USER_113257,2,3,41
USER_182585,1,1,37
USER_030745,1,0,32
USER_129662,3,4,97
USER_061463,3,5,88
USER_033510,1,0,33
USER_096419,2,2,48
USER_106399,1,1,35
USER_014508,1,0,35
USER_172721,2,3,69
USER_118950,1,0,17
USER_186840,1,1,25
USER_123531,1,1,36
USER_096755,1,0,31
USER_081907,1,1,15
USER_168330,3,3,76
USER_175298,1,0,15
USER_038353,1,0,17
USER_186240,1,0,20
USER_171973,2,2,55
USER_119793,2,2,63
USER_049456,1,1,38
USER_110155,3,5,91
USER_162920,2,1,64
USER_168639,1,0,22
USER_035913,3,8,76
USER_080027,1,1,28
USER_083501,1,0,17
USER_041125,2,2,55
USER_126286,1,0,12
USER_089184,1,1,31
USER_163338,3,5,99
USER_150662,2,1,62
USER_077881,1,1,18
USER_169100,1,0,16
USER_139933,2,2,48
USER_046035,2,3,44
USER_052687,1,1,27
USER_016388,2,3,41
USER_191030,1,1,28
USER_024914,2,2,51
USER_001947,1,1,11
USER_113898,1,0,16
USER_123063,1,1,32
USER_051970,1,0,39
USER_124690,3,4,76
USER_057283,3,3,72
USER_178294,2,3,58
USER_146719,3,7,83
USER_111096,1,0,29
USER_112065,2,2,62
USER_197387,1,0,39
USER_093935,1,1,10
USER_106924,2,2,52
USER_019435,1,0,23
USER_199487,1,0,35
USER_169341,2,3,53
USER_181392,1,0,32
USER_001446,2,2,55
USER_060591,1,1,19
USER_029568,1,0,34
USER_085107,1,0,12
USER_115615,1,1,28
USER_125460,1,0,36
USER_143789,1,0,39
USER_002806,1,0,11
USER_145938,3,5,71
USER_198376,1,0,35
USER_107198,1,0,36
USER_171687,1,1,27
USER_050966,2,3,59
USER_000175,1,0,35
USER_145539,2,3,58
USER_076827,2,2,50
USER_155919,1,0,27
USER_139795,2,2,50
USER_119676,3,6,82
USER_173724,2,1,54
USER_155978,3,6,70
USER_062776,1,0,19
USER_173855,2,1,48
USER_105596,2,3,48
USER_124229,2,2,66
USER_079233,1,0,17
USER_157001,3,7,77
USER_151066,2,1,59
USER_054477,2,2,54
USER_012211,2,2,51
USER_150187,1,0,15
USER_021594,2,2,52
USER_086543,1,1,30
USER_133431,1,1,39
USER_086396,1,1,33
USER_101363,3,8,70
USER_057027,1,0,16
USER_121643,2,2,53
USER_099539,1,1,30
USER_111112,2,1,67
USER_114332,3,3,98
USER_019675,3,7,70
USER_129711,2,2,54
USER_148428,3,8,76
USER_035646,2,3,44
USER_159872,3,8,97
USER_015230,1,1,36
USER_033295,1,0,30
USER_123132,1,0,38
USER_051683,2,3,67
USER_113708,1,1,19
USER_157142,3,6,92
USER_163741,3,7,80
USER_178636,1,0,17
USER_069766,2,1,52
USER_144251,3,8,92
USER_123073,3,5,74
USER_094080,1,0,30
USER_164255,2,3,66
USER_107017,2,3,54
USER_071782,3,9,88
USER_191179,1,1,14
USER_161830,2,3,65
USER_187255,3,3,77
USER_186262,1,0,36
USER_108411,1,0,16
USER_000198,2,3,60
USER_149820,1,0,35
USER_022033,1,0,26
USER_131865,2,2,45
USER_029620,2,3,61
USER_017568,1,1,17
USER_136917,3,8,75
USER_037367,1,0,24
USER_122715,1,1,22
USER_037201,1,1,38
USER_106164,3,7,73
USER_085544,2,3,57
USER_008041,1,1,11
USER_055016,2,1,69
USER_168782,2,3,54
USER_033078,3,5,77
USER_145373,1,1,37
USER_015492,1,1,32
USER_131086,1,1,26
USER_085948,3,6,93
USER_157664,1,1,33
USER_138287,2,3,56
USER_078679,1,1,23
USER_184043,2,3,63
USER_000191,1,1,39
USER_071612,3,4,79
USER_092485,2,3,56
USER_177732,1,1,27
USER_049924,1,1,25
USER_025932,1,1,21
USER_051280,3,9,87
USER_137046,2,3,48
USER_168886,1,0,38
USER_085987,1,0,12
USER_130305,1,1,20
USER_109394,1,0,33
USER_016166,2,3,50
USER_110470,2,3,43
USER_091166,1,1,15
USER_119921,1,1,21
USER_044155,1,0,36
USER_026170,1,0,32
USER_123349,3,7,88
USER_159677,3,7,81
USER_116668,3,5,84
USER_199841,1,1,14
USER_111175,1,1,13
USER_021210,3,3,95
USER_155742,1,0,23
USER_017164,1,1,38
USER_095834,2,2,62
USER_108767,1,1,24
USER_059078,3,4,96
USER_082911,1,0,30
USER_124432,3,6,99
USER_194982,3,4,82
USER_179360,3,3,79
USER_045831,3,9,70
USER_016014,2,2,53
USER_042425,3,3,85
USER_051576,3,6,98
USER_102333,2,2,65
USER_048942,1,1,35
USER_186648,1,0,38
USER_067195,2,3,59
USER_079685,1,0,23
USER_078132,3,5,82
USER_017321,1,0,33
USER_141158,1,1,26
USER_171465,2,1,51
USER_195890,2,1,50
USER_116762,2,2,44
USER_133409,2,2,65
USER_188701,2,3,69
USER_184576,1,0,10
USER_075968,3,8,90
USER_130762,1,1,34
USER_146759,1,1,36
USER_092915,1,0,22
USER_052502,2,3,46
USER_050371,2,3,64
USER_038182,1,0,24
USER_033252,1,1,34
USER_032200,2,1,57
USER_142423,1,0,11
USER_036455,1,0,14
USER_068817,1,0,13
USER_186947,2,3,42
USER_124529,1,0,14
USER_131348,3,9,82
USER_084364,2,1,42
USER_173745,1,1,36
USER_155909,1,0,39
USER_075195,1,1,10
USER_183909,1,0,16
USER_022476,2,1,41
USER_159492,1,1,15
USER_071987,1,0,36
USER_149799,3,6,94
USER_090542,3,9,79
USER_145426,1,0,12
USER_003760,2,2,57
USER_086187,1,0,39
USER_135382,1,1,18
USER_019053,3,6,88
USER_155974,1,1,31
USER_074333,3,3,87
USER_035483,2,1,59
USER_128184,1,1,34
USER_080701,2,2,59
USER_174709,3,6,70
USER_020539,1,0,31
USER_169874,1,1,16
USER_029273,1,1,38
USER_012462,1,1,20
USER_132749,2,1,50
USER_174800,1,1,15
USER_050158,1,1,31
USER_148292,1,0,23
USER_016671,3,3,99
USER_079230,1,1,38
USER_161552,1,0,37
USER_002501,3,7,79
USER_045038,1,0,14
USER_120700,1,0,33
USER_149390,3,6,74
USER_074269,1,1,35
USER_080626,1,1,37
USER_028865,3,7,90
USER_017761,1,0,30
USER_187610,2,2,56
USER_124579,1,1,34
USER_013104,2,2,55
USER_032819,1,0,32
USER_112897,1,0,18
USER_130766,2,2,45
USER_135648,2,2,52
USER_187825,1,1,26
USER_045136,2,3,68
USER_180033,1,0,14
USER_164848,2,2,66
USER_155839,3,8,75
USER_000082,2,3,61
USER_003804,3,9,87
USER_145486,1,0,18
USER_176705,2,2,63
USER_110750,2,2,69
USER_164771,2,3,49
USER_170346,2,2,45
USER_162087,1,0,38
USER_177231,1,0,37
USER_091280,2,2,61
USER_140623,3,9,94
USER_101437,1,1,18
USER_051726,2,2,65
USER_099818,2,3,47
USER_027823,1,0,24
USER_086750,1,1,12
USER_193204,1,0,31
USER_047008,1,1,33
USER_136738,1,1,38
USER_114489,1,0,38
USER_026799,2,2,66
USER_070433,1,0,25
USER_074476,1,0,17
USER_042295,2,2,46
USER_161129,2,1,66
USER_141149,2,1,66
USER_199593,1,1,39
USER_184192,2,1,54
USER_068208,1,0,10
USER_100841,1,0,23
USER_024146,3,8,73
USER_005617,2,3,59
USER_008623,3,7,88
USER_032017,1,1,24
USER_162224,1,1,31
USER_141824,3,3,96
USER_126538,1,1,26
USER_177615,1,1,27
USER_121701,1,1,23
USER_078604,1,1,25
USER_075627,2,3,54
USER_037016,1,1,15
USER_100401,1,1,24
USER_109738,1,0,35
USER_158401,3,8,76
USER_169855,3,7,95
USER_039321,1,0,21
USER_107393,1,0,31
USER_061631,1,1,27
USER_158538,2,3,50
USER_110766,2,2,62
USER_083782,2,3,59
USER_132154,2,1,40
USER_080955,1,0,31
USER_136210,1,1,29
USER_134290,1,1,30
USER_046809,2,2,61
USER_183972,1,1,18
USER_120758,3,3,99
USER_083119,3,6,89
USER_027940,3,8,88
USER_026378,1,1,19
USER_045148,1,0,29
USER_091852,1,1,10
USER_041151,1,1,21
USER_065558,2,3,66
USER_024328,2,2,55
USER_160960,2,3,51
USER_143322,1,0,15
USER_158958,1,0,39
USER_185949,1,0,13
USER_178482,1,0,24
USER_180863,2,1,45
USER_160150,3,9,74
USER_162914,2,1,61
USER_068345,1,0,32
USER_006165,3,9,74
USER_071760,1,1,25
USER_169641,2,3,47
USER_133796,2,1,64
USER_160048,1,0,20
USER_145686,2,2,51
USER_186873,2,3,58
USER_074913,2,3,68
USER_074573,1,1,33
USER_104550,3,5,87
USER_166155,1,1,12
USER_038731,3,6,75
USER_174050,2,2,55
USER_176016,3,3,82
USER_116232,3,8,90
USER_158778,1,0,35
USER_046138,3,3,96
USER_102933,1,1,33
USER_009942,1,0,39
USER_138948,1,1,34
USER_193585,3,9,75
USER_195057,1,1,12
USER_187953,1,1,13
USER_088679,2,3,44
USER_071442,1,1,13
USER_121468,2,1,65
USER_035228,1,0,28
USER_124987,3,9,95
USER_160244,1,0,26
USER_130794,1,0,23
USER_102017,1,0,24
USER_176144,1,1,22
USER_166920,2,2,47
USER_152364,3,3,75
USER_054625,2,2,43
USER_044412,1,0,12
USER_016250,1,1,21
USER_103494,2,2,52
USER_155000,1,1,19
USER_101730,2,1,51
USER_176925,1,1,31
USER_055346,1,1,13
USER_176038,1,1,13
USER_126434,2,2,60
USER_124426,2,3,57
USER_094445,2,1,47
USER_052490,1,1,22
USER_084934,1,0,17
USER_092102,1,1,21
USER_124364,3,7,84
USER_194250,1,0,22
USER_084922,1,0,27
USER_187967,2,3,69
USER_175586,2,2,54
USER_035102,1,0,20
USER_048432,3,5,74
USER_119461,1,1,31
USER_066221,1,0,23
USER_108181,1,0,20
USER_060765,1,1,14
USER_018559,3,5,97
USER_153893,2,1,47
USER_141206,2,2,51
USER_193614,1,0,20
USER_150737,3,6,71
USER_102456,1,1,33
USER_175258,1,1,35
USER_107974,1,1,12
USER_088244,1,0,24
USER_124665,3,7,73
USER_020927,3,8,80
USER_061140,2,2,52
USER_143946,1,1,29
USER_041550,1,1,18
USER_029587,1,0,35
USER_151246,3,3,73
USER_013402,2,2,69
USER_199107,1,0,27
USER_139642,1,0,35
USER_107330,2,1,43
USER_058214,3,8,72
USER_116346,1,0,32
USER_094561,1,0,36
USER_077916,2,2,58
USER_044775,1,1,16
USER_143349,2,2,54
USER_120225,2,1,61
USER_002617,1,1,23
USER_155570,1,0,24
USER_155111,1,0,25
USER_111564,1,0,13
USER_138039,1,0,15
USER_072897,2,3,66
USER_116614,3,6,84
USER_041842,3,8,74
USER_011819,2,1,63
USER_127799,1,0,17
USER_049182,2,2,53
USER_175886,3,6,83
USER_018836,3,5,92
USER_118922,1,1,11
USER_072994,3,7,82
USER_004467,1,1,20
USER_036627,1,1,39
USER_057923,1,1,15
USER_175877,3,3,78
USER_169205,1,0,24
USER_078553,1,1,33
USER_199516,1,0,33
USER_160576,2,3,61
USER_053704,1,1,36
USER_095505,3,5,90
USER_043224,1,0,25
USER_180857,1,1,33
USER_008127,1,0,38
USER_156708,1,1,24
USER_073324,1,0,29
USER_106509,2,1,62
USER_086790,3,8,87
USER_067798,3,8,99
USER_192404,1,0,24
USER_097761,1,0,21
USER_100766,3,3,80
USER_019602,2,3,64
USER_041051,1,0,36
USER_025837,3,7,83
USER_181976,3,5,92
USER_195416,1,1,15
USER_024941,1,1,36
USER_068074,2,3,50
USER_091038,3,6,83
USER_075826,3,6,88
USER_167083,1,1,19
USER_171407,2,2,66
USER_176548,1,1,27
USER_122745,2,1,59
USER_131676,1,1,33
USER_144992,1,1,14
USER_197985,1,1,16
USER_057137,1,0,31
USER_192936,2,2,59
USER_088725,3,3,90
USER_185388,1,1,27
USER_187862,1,0,14
USER_048049,2,3,58
USER_137036,3,5,87
USER_165877,1,0,11
USER_186232,1,0,33
USER_194114,1,1,30
USER_025459,2,3,47
USER_179892,1,1,30
USER_128353,2,2,61
USER_076810,1,1,39
USER_132624,3,5,75
USER_190302,2,1,51
USER_055569,2,3,61
USER_133155,1,1,33
USER_090006,1,1,16
USER_120196,2,2,60
USER_010199,3,3,92
USER_129537,2,2,58
USER_172120,1,1,11
USER_149536,2,1,51
USER_046803,2,1,69
USER_198031,2,2,45
USER_098730,2,2,52
USER_171657,3,4,76
USER_198944,3,6,77
USER_064545,1,1,16
USER_188467,2,3,52
USER_016483,3,9,73
USER_040213,2,2,67
USER_086111,1,1,39
USER_177305,1,1,36
USER_078532,3,7,91
USER_028215,3,5,95
USER_181381,1,1,23
USER_062240,2,2,59
USER_095741,3,5,91
USER_008908,2,1,52
USER_036420,1,0,23
USER_096329,3,6,83
USER_002312,1,1,14
USER_105852,1,1,34
USER_089219,1,0,34
USER_148311,2,1,49
USER_001340,2,1,62
USER_046018,1,1,10
USER_095840,3,4,84
USER_120729,1,1,20
USER_174474,1,0,16
USER_061962,2,1,49
USER_192238,1,0,29
USER_116070,1,0,26
USER_190212,1,1,15
USER_026539,3,6,84
USER_140292,1,1,26
USER_113781,1,0,35
USER_094435,3,9,75
USER_107414,1,1,23
USER_155320,2,3,52
USER_042016,2,1,50
USER_135383,2,3,57
USER_136475,2,3,45
USER_077585,1,1,27
USER_173026,1,0,14
USER_032203,1,1,37
USER_086069,3,8,97
USER_128384,2,3,58
USER_076288,3,4,96
USER_109855,3,5,84
USER_043036,2,1,49
USER_150044,3,3,71
USER_171429,2,1,43
USER_094100,1,1,11
USER_198036,2,1,45
USER_031156,1,0,25
USER_139060,1,1,15
USER_058745,3,5,81
USER_119090,1,1,23
USER_175018,1,1,10
USER_040266,3,6,97
USER_078379,1,1,38
USER_047765,2,2,51
USER_178348,1,0,17
USER_141763,3,3,72
USER_111530,3,6,92
USER_115858,1,1,16
USER_089102,1,0,12
USER_106581,1,0,37
USER_054471,1,0,14
USER_056952,2,3,62
USER_024436,1,0,25
USER_178670,1,1,20
USER_084622,2,1,56
USER_169236,1,0,32
USER_088927,1,1,15
USER_146997,2,3,54
USER_099044,1,0,31
USER_085058,1,0,14
USER_176498,2,1,56
USER_032236,3,6,86
USER_088346,1,0,16
USER_042582,2,1,56
USER_016837,2,1,41
USER_039464,1,1,14
USER_140861,2,2,55
USER_188872,2,3,59
USER_075474,2,3,43
USER_033305,1,0,15
USER_089487,1,1,34
USER_121757,1,0,32
USER_004843,1,1,21
USER_111343,2,3,68
USER_199682,3,4,84
USER_032167,1,1,19
USER_078658,1,1,36
USER_111303,3,9,94
USER_130244,3,9,88
USER_124208,2,1,54
USER_164851,3,3,77
USER_161211,2,1,45
USER_039183,1,0,22
USER_179132,2,3,47
USER_074662,2,1,44
USER_006185,2,1,62
USER_150251,1,1,20
USER_114479,2,2,65
USER_061965,1,1,12
USER_090793,1,0,11
USER_089969,3,6,75
USER_060551,2,2,58
USER_177760,2,3,52
USER_024226,1,1,10
USER_072522,1,0,22
USER_130297,2,1,61
USER_145749,2,1,51
USER_080679,1,1,28
USER_160544,1,0,11
USER_121884,1,1,17
USER_175523,3,9,75
USER_191279,2,1,45
USER_103149,3,8,81
USER_057700,2,1,59
USER_080236,3,9,91
USER_088681,1,1,31
USER_173272,1,1,19
USER_082050,2,1,53
USER_069078,2,3,63
USER_057491,3,5,95
USER_104784,1,1,39
USER_050884,3,5,72
USER_043055,1,1,19
USER_135813,3,8,77
USER_174221,3,7,92
USER_009701,1,0,19
USER_028773,1,1,35
USER_161852,2,1,66
USER_181407,3,8,71
USER_199091,1,0,13
USER_179679,3,3,85
USER_023600,1,1,12
USER_139285,3,6,94
USER_031460,1,0,17
USER_117072,3,8,99
USER_014702,3,9,84
USER_055206,1,0,27
USER_006994,1,1,39
USER_010676,1,0,19
USER_039785,3,5,73
USER_038539,3,3,79
USER_175575,1,0,21
USER_085686,1,0,23
USER_044324,1,1,19
USER_047638,2,3,46
