user_id,risk_level,fraud_count,risk_score,risk_bucket
USER_125188,2,2,59,mid
USER_120676,1,0,38,low
USER_044062,2,3,46,mid
USER_054854,1,1,13,low
USER_125561,2,3,69,mid
USER_067491,1,1,15,low
USER_198728,2,2,67,mid
USER_070722,3,4,77,high
USER_021485,1,1,16,low
USER_162902,2,3,43,mid
USER_198746,3,3,94,high
USER_041949,1,1,29,low
USER_131641,2,1,43,mid
USER_070548,1,0,36,low
USER_046611,2,2,54,mid
USER_133243,1,0,31,low
USER_045034,1,0,23,low
USER_036569,1,0,15,low
USER_080529,1,0,36,low
USER_089837,2,1,47,mid
USER_101967,1,1,15,low
USER_043027,1,0,22,low
USER_036079,3,8,95,high
USER_049473,1,1,10,low
USER_188451,1,0,24,low
USER_173945,1,0,37,low
USER_013703,2,3,58,mid
USER_088278,1,1,19,low
USER_175368,2,2,69,mid
USER_063567,2,1,40,mid
USER_160593,2,2,41,mid
USER_074097,1,1,36,low
USER_092511,1,0,23,low
USER_168460,3,8,79,high
USER_175123,1,1,27,low
USER_140353,1,1,36,low
USER_126230,1,1,36,low
USER_112384,1,0,14,low
USER_163583,1,0,36,low
USER_029874,1,1,23,low
USER_129441,2,3,43,mid
USER_157431,2,2,67,mid
USER_045048,1,1,33,low
USER_154266,1,1,14,low
USER_105737,2,1,65,mid
USER_048169,1,1,33,low
USER_117869,1,1,30,low
USER_186086,1,1,39,low
USER_173486,1,1,11,low
USER_024584,1,1,38,low
USER_118413,3,5,71,high
USER_135328,1,1,38,low
USER_123108,2,2,63,mid
USER_053877,1,1,37,low
USER_145178,3,7,81,high
USER_083378,1,1,34,low
USER_029577,3,3,97,high
USER_120218,2,1,69,mid
USER_144863,1,1,27,low
USER_048625,1,1,38,low
USER_198519,3,6,79,high
USER_021938,2,1,55,mid
USER_132109,2,2,53,mid
USER_132394,1,0,34,low
USER_114149,1,1,35,low
USER_028208,2,1,45,mid
USER_044999,1,0,39,low
USER_190552,1,0,14,low
USER_187333,2,2,63,mid
USER_079019,2,1,59,mid
USER_142886,1,0,11,low
USER_114525,1,1,27,low
USER_046474,2,1,45,mid
USER_050767,1,1,32,low
USER_012668,3,4,94,high
USER_014135,1,1,30,low
USER_033631,1,0,27,low
USER_096499,2,3,44,mid
USER_008051,2,3,66,mid
USER_084731,1,0,16,low
USER_169328,3,3,71,high
USER_082912,1,1,18,low
USER_130191,1,1,13,low
USER_068507,1,0,35,low
USER_107069,3,3,77,high
USER_151018,1,0,26,low
USER_104029,3,8,94,high
USER_099574,3,8,84,high
USER_050677,3,6,71,high
USER_082614,1,0,30,low
USER_042714,1,1,39,low
USER_059109,1,1,18,low
USER_055762,3,5,94,high
USER_199913,3,7,80,high
USER_155793,1,1,29,low
USER_047009,3,9,77,high
USER_081731,1,0,30,low
USER_078549,2,3,45,mid
USER_111378,1,1,23,low
USER_101424,1,0,25,low
USER_166567,1,1,24,low
USER_074920,1,0,13,low
USER_084770,3,8,72,high
USER_164022,1,1,31,low
USER_120937,1,1,29,low
USER_136397,2,1,63,mid
USER_005715,2,1,49,mid
USER_165124,1,0,39,low
USER_016763,1,1,22,low
USER_115119,2,2,62,mid
USER_198053,2,1,52,mid
USER_144979,1,0,10,low
USER_004717,1,0,36,low
USER_123950,2,1,66,mid
USER_148388,1,1,15,low
USER_160882,1,0,27,low
USER_163807,2,2,41,mid
USER_010135,1,0,22,low
USER_044875,1,1,32,low
USER_029567,2,2,48,mid
USER_164731,2,1,58,mid
USER_105836,2,2,43,mid
USER_186410,2,3,58,mid
USER_008517,1,1,39,low
USER_038836,2,1,55,mid
USER_092450,1,0,21,low
USER_177761,1,1,24,low
USER_025430,1,0,24,low
USER_023137,3,8,99,high
USER_085164,3,9,91,high
USER_049592,2,3,53,mid
USER_030603,3,5,97,high
USER_103372,2,2,42,mid
USER_087896,2,1,69,mid
USER_096121,1,1,10,low
USER_102592,1,1,25,low
USER_065616,1,0,22,low
USER_077451,2,1,68,mid
USER_108801,3,7,85,high
USER_091981,1,0,39,low
USER_098003,2,3,46,mid
USER_131461,1,0,28,low
USER_132296,1,1,24,low
USER_179772,1,1,14,low
USER_001848,3,9,81,high
USER_156453,1,1,17,low
USER_035255,1,0,25,low
USER_059786,2,2,43,mid
USER_196098,3,3,85,high
USER_184061,1,0,21,low
USER_134653,2,2,41,mid
USER_140422,3,5,72,high
USER_035016,1,1,33,low
USER_021164,2,3,42,mid
USER_102445,2,1,52,mid
USER_092055,1,0,39,low
USER_080467,3,8,92,high
USER_177647,3,3,75,high
USER_199567,1,0,27,low
USER_145009,1,1,33,low
USER_169188,1,0,39,low
USER_144813,1,1,10,low
USER_027701,1,1,38,low
USER_011215,2,1,68,mid
USER_017283,2,1,60,mid
USER_114673,2,1,54,mid
USER_036873,1,1,10,low
USER_185544,2,1,50,mid
USER_091043,1,0,20,low
USER_049722,1,1,13,low
USER_130295,1,1,11,low
USER_137012,2,1,60,mid
USER_105652,2,3,65,mid
USER_054547,1,1,38,low
USER_090974,1,1,13,low
USER_161458,2,1,56,mid
USER_129412,2,2,49,mid
USER_015753,3,6,79,high
USER_037272,1,1,11,low
USER_079614,1,0,13,low
USER_074389,1,1,11,low
USER_007788,1,1,25,low
USER_079710,2,1,57,mid
USER_041562,1,1,36,low
USER_157329,1,0,16,low
USER_053284,2,1,44,mid
USER_082605,3,4,75,high
USER_095915,2,1,64,mid
USER_139370,1,1,23,low
USER_008211,3,4,83,high
USER_199927,2,1,44,mid
USER_057704,1,1,38,low
USER_132513,2,1,62,mid
USER_173321,1,1,19,low
USER_097112,1,0,16,low
USER_047898,2,1,48,mid
USER_158369,1,1,29,low
USER_084956,1,1,26,low
USER_130132,2,3,67,mid
USER_165698,1,0,34,low
USER_002076,2,1,67,mid
USER_177442,3,3,90,high
USER_146052,2,2,41,mid
USER_038073,1,0,11,low
USER_033173,1,1,27,low
USER_139008,3,3,92,high
USER_141583,1,1,15,low
USER_004827,1,1,15,low
USER_028396,1,1,14,low
USER_071829,1,1,36,low
USER_076275,1,0,14,low
USER_114987,3,4,73,high
USER_081451,1,0,11,low
USER_033357,3,6,94,high
USER_051954,2,2,63,mid
USER_052880,1,1,38,low
USER_078898,1,1,17,low
USER_133536,2,2,58,mid
USER_167249,2,1,63,mid
USER_151107,1,1,10,low
USER_120174,2,3,48,mid
USER_152086,1,1,27,low
USER_150359,3,8,87,high
USER_153428,2,3,50,mid
USER_038537,2,3,42,mid
USER_121508,2,2,48,mid
USER_017139,1,1,31,low
USER_082872,1,0,11,low
USER_076237,2,2,40,mid
USER_092659,2,1,44,mid
USER_007501,1,1,16,low
USER_183996,2,1,61,mid
USER_124211,1,1,32,low
USER_192875,1,0,17,low
USER_063872,1,0,13,low
USER_075513,1,1,27,low
USER_067383,1,0,20,low
USER_151043,1,0,13,low
USER_135559,3,9,81,high
USER_125331,2,2,65,mid
USER_019359,2,3,63,mid
USER_144275,1,1,29,low
USER_158257,3,7,90,high
USER_047240,2,2,43,mid
USER_133298,1,0,37,low
USER_139049,2,2,52,mid
USER_119044,1,1,12,low
USER_003956,2,3,69,mid
USER_073959,2,1,51,mid
USER_001579,2,3,59,mid
USER_075408,1,1,37,low
USER_037290,2,3,56,mid
USER_133517,2,3,68,mid
USER_005075,2,3,67,mid
USER_015085,1,0,15,low
USER_038751,1,1,32,low
USER_100682,3,7,78,high
USER_184815,3,8,80,high
USER_126027,1,1,10,low
USER_180311,3,3,80,high
USER_163862,1,0,37,low
USER_162511,3,9,92,high
USER_186153,3,3,81,high
USER_113092,1,0,13,low
USER_008204,2,1,44,mid
USER_080142,1,1,27,low
USER_079361,1,1,21,low
USER_176595,1,0,32,low
USER_172520,1,1,33,low
USER_063007,2,1,64,mid
USER_087439,2,3,51,mid
USER_092227,3,7,78,high
USER_162348,1,1,31,low
USER_032125,1,0,36,low
USER_002605,3,7,87,high
USER_102638,2,3,58,mid
USER_032404,1,0,24,low
USER_112750,3,4,72,high
USER_080120,2,1,50,mid
USER_079983,1,1,14,low
USER_009929,3,4,88,high
USER_122445,3,5,96,high
USER_192336,2,1,54,mid
USER_167832,2,1,41,mid
USER_063848,1,1,16,low
USER_005574,1,1,33,low
USER_076327,2,1,69,mid
USER_155467,2,1,51,mid
USER_158782,2,3,53,mid
USER_185096,1,1,30,low
USER_192306,2,3,50,mid
USER_054847,3,6,94,high
USER_045960,1,0,28,low
USER_037856,1,0,13,low
USER_110251,3,4,74,high
USER_160508,2,1,64,mid
USER_171254,1,1,16,low
USER_148048,2,1,69,mid
USER_080300,2,3,69,mid
USER_046017,1,0,36,low
USER_025149,2,1,47,mid
USER_059515,1,1,30,low
USER_072482,1,1,15,low
USER_144990,2,2,62,mid
USER_152280,3,3,82,high
USER_163410,1,0,30,low
USER_188242,2,2,59,mid
USER_000353,2,3,57,mid
USER_133112,2,2,59,mid
USER_139186,1,0,37,low
USER_196661,1,1,27,low
USER_054885,1,1,12,low
USER_199748,2,1,46,mid
USER_015171,3,6,73,high
USER_055978,3,4,70,high
USER_038661,1,0,28,low
USER_160264,2,3,44,mid
USER_080922,1,0,12,low
USER_147444,1,1,36,low
USER_118017,3,8,95,high
USER_191092,1,1,15,low
USER_007932,3,5,71,high
USER_080755,1,0,37,low
USER_118805,1,0,13,low
USER_157311,1,0,27,low
USER_151902,3,4,87,high
USER_046315,1,1,15,low
USER_104369,2,2,46,mid
USER_016233,3,7,93,high
USER_134012,3,5,87,high
USER_001094,3,8,73,high
USER_177418,1,1,23,low
USER_194263,3,3,78,high
USER_097856,3,5,87,high
USER_166170,1,1,37,low
USER_043811,3,9,90,high
USER_025228,3,4,93,high
USER_018344,1,0,12,low
USER_145508,1,0,21,low
USER_001606,1,0,21,low
USER_155756,1,0,23,low
USER_030310,1,1,12,low
USER_077942,3,7,99,high
USER_105882,1,0,32,low
USER_111157,1,1,37,low
USER_161391,2,2,54,mid
USER_059980,1,1,38,low
USER_172157,1,1,34,low
USER_194093,3,7,95,high
USER_096902,1,0,36,low
USER_197440,1,1,15,low
USER_091133,3,8,98,high
USER_053063,1,1,34,low
USER_165579,2,1,40,mid
USER_128227,1,0,35,low
USER_120268,2,3,60,mid
USER_193712,2,1,45,mid
USER_037966,1,1,33,low
USER_196011,3,9,75,high
USER_104216,1,0,22,low
USER_135986,1,1,14,low
USER_113624,2,1,66,mid
USER_140896,2,1,67,mid
USER_134447,1,0,28,low
USER_062600,2,3,61,mid
USER_121357,1,1,13,low
USER_165834,1,0,12,low
USER_000724,2,2,47,mid
USER_081196,2,2,48,mid
USER_019323,2,3,64,mid
USER_178066,1,1,13,low
USER_029178,3,8,99,high
USER_151489,3,5,96,high
USER_058938,1,0,22,low
USER_158099,2,2,54,mid
USER_069585,1,1,24,low
USER_026911,3,9,83,high
USER_185037,1,1,19,low
USER_116055,1,0,14,low
USER_191875,2,1,58,mid
USER_001539,1,0,36,low
USER_137023,2,3,61,mid
USER_132919,1,0,15,low
USER_010816,1,1,17,low
USER_021348,3,6,95,high
USER_130690,1,1,31,low
USER_063665,1,1,13,low
USER_137429,2,1,58,mid
USER_094551,1,1,15,low
USER_010039,1,1,29,low
USER_070740,3,9,72,high
USER_194499,1,1,34,low
USER_061442,1,1,13,low
USER_051881,1,0,28,low
USER_047758,1,1,27,low
USER_059224,2,1,54,mid
USER_035636,3,3,83,high
USER_047616,1,0,18,low
USER_010597,3,6,82,high
USER_152950,1,0,21,low
USER_074243,3,5,93,high
USER_066586,1,0,11,low
USER_104373,2,3,47,mid
USER_029018,2,3,66,mid
USER_015331,3,3,93,high
USER_075945,2,1,67,mid
USER_040245,2,1,55,mid
USER_048838,2,3,40,mid
USER_137308,2,3,66,mid
USER_152012,1,0,11,low
USER_025607,2,1,45,mid
USER_077232,1,0,37,low
USER_174807,3,6,83,high
USER_017203,2,3,53,mid
USER_149214,3,3,98,high
USER_047821,3,9,88,high
USER_045963,1,0,31,low
USER_143265,1,1,31,low
USER_193513,2,1,54,mid
USER_044151,1,1,28,low
USER_080248,2,1,63,mid
USER_108234,2,1,56,mid
USER_067689,2,1,59,mid
USER_000131,1,0,29,low
USER_165193,1,1,29,low
USER_088878,1,1,26,low
USER_139287,1,0,24,low
USER_071822,2,3,55,mid
USER_020567,1,0,14,low
USER_191241,1,0,26,low
USER_001677,2,2,59,mid
USER_170233,2,1,40,mid
USER_023258,1,1,23,low
USER_021216,1,0,38,low
USER_054838,1,0,14,low
USER_039041,2,2,59,mid
USER_087463,1,1,15,low
USER_031882,1,0,19,low
USER_103207,3,7,83,high
USER_119505,1,1,26,low
USER_015888,1,1,20,low
USER_179885,1,0,17,low
USER_112600,1,0,38,low
USER_108533,2,1,62,mid
USER_125501,3,4,75,high
USER_008583,2,3,40,mid
USER_154923,1,1,23,low
USER_047177,2,3,68,mid
USER_032582,1,0,31,low
USER_007782,1,0,39,low
USER_097574,1,1,17,low
USER_154610,1,1,21,low
USER_179960,3,4,99,high
USER_108580,3,6,84,high
USER_143218,2,2,57,mid
USER_158021,1,0,37,low
USER_080475,2,3,54,mid
USER_021108,1,0,10,low
USER_032139,1,0,21,low
USER_079122,1,1,36,low
USER_016582,3,9,88,high
USER_042066,3,5,83,high
USER_108214,3,5,92,high
USER_033370,2,3,48,mid
USER_166130,1,0,29,low
USER_127469,2,2,49,mid
USER_083485,1,1,35,low
USER_061540,3,8,82,high
USER_043817,3,9,70,high
USER_016344,1,1,26,low
USER_158957,1,1,35,low
USER_124616,1,1,32,low
USER_110514,1,0,25,low
USER_000702,2,2,68,mid
